Date,player_name,Reason
2021-04-06,James Harden,placed on IL with strained right hamstring
2021-04-06,Jamal Murray,placed on IL with sore right knee
2021-04-06,Nickeil Alexander-Walker,placed on IL with high left ankle sprain
2021-04-06,Killian Hayes,placed on IL with right hip injury
2021-04-07,Kemba Walker,placed on IL with left knee injury
2021-04-07,Clint Capela,placed on IL with left Achilles injury
2021-04-07,Karim Mane,placed on IL with right hamstring injury
2021-04-07,Otto Porter Jr.,placed on IL with left foot injury (out for season)
2021-04-07,Trey Burke,placed on IL with strained left calf
2021-04-07,Myles Turner,placed on IL with sprained left ankle
2021-04-07,Jerami Grant,placed on IL with sore right knee
2021-04-07,Danuel House Jr.,placed on IL with sprained right ankle
2021-04-07,Isaiah Roby,placed on IL with concussion
2021-04-08,Jordan Clarkson,placed on IL with sprained right ankle
2021-04-08,Kyle Kuzma,placed on IL with strained left calf
2021-04-08,Mason Plumlee,placed on IL with concussion
2021-04-08,John Wall (Hildred),placed on IL with left Achilles injury
2021-04-09,Patrick Beverley,placed on IL with fractured left hand
2021-04-09,Rajon Rondo,placed on IL with right adductor injury
2021-04-09,Jontay Porter,placed on IL with sore right knee
2021-04-09,Victor Oladipo,placed on IL with right knee injury (out for season)
2021-04-09,Lonzo Ball,placed on IL with left hip flexor injury
2021-04-09,Gorgui Dieng,placed on IL with sprained right shoulder
2021-04-09,Juan Toscano-Anderson,placed on IL with left elbow injury
2021-04-10,Marc Gasol,placed on IL with left hamstring injury
2021-04-10,Kelly Oubre Jr.,placed on IL with sore left wrist
2021-04-10,Bradley Beal,placed on IL with back injury
2021-04-11,Collin Sexton,placed on IL with strained left groin
2021-04-11,Kawhi Leonard,placed on IL with sore right foot
2021-04-11,Tony Snell,placed on IL with sprained right ankle
2021-04-11,LaMarcus Aldridge,placed on IL with irregular heartbeat
2021-04-11,Dennis Smith Jr.,placed on IL with left knee injury (out for season)
2021-04-11,Killian Hayes,placed on IL with right hip injury
2021-04-11,Sterling Brown,placed on IL with sore left knee (out for season)
2021-04-11,James Wiseman,placed on IL with torn meniscus in right knee (out for season)
2021-04-12,Gary Harris,placed on IL with strained left adductor
2021-04-12,Kristaps Porzingis,placed on IL with right knee injury
2021-04-12,Aleksej Pokusevski,placed on IL with sore right arm
2021-04-13,P.J. Washington,placed on IL with sprained right ankle
2021-04-13,Terry Rozier,placed on IL with left knee tendinitis
2021-04-13,Joe Ingles,placed on IL with sore left knee
2021-04-13,Jamal Murray,placed on IL with torn ACL in left knee (out for season)
2021-04-13,DeAndre' Bembry,placed on IL with right hamstring injury
2021-04-13,Mike Muscala,placed on IL with sprained right ankle (out for season)
2021-04-14,Damyean Dotson,placed on IL with sore left knee
2021-04-14,Nate Darling,placed on IL with sprained right ankle
2021-04-14,Richaun Holmes,placed on IL with strained right hamstring
2021-04-14,Mohamed Bamba,placed on IL with bruised left hip
2021-04-14,Chris Chiozza,placed on IL with fractured right hand
2021-04-14,Doug McDermott,placed on IL with sprained left ankle
2021-04-14,Gary Trent Jr.,placed on IL with sore right ankle
2021-04-14,D.J. Augustine,placed on IL with sprained left ankle
2021-04-14,Luguentz Dort,placed on IL with sore left shoulder
2021-04-15,Donte DiVincenzo,placed on IL with toe injury
2021-04-15,Robert Williams III,placed on IL with sore left knee
2021-04-15,Devonte' Graham,placed on IL with bruised left quadricep
2021-04-15,Andre Drummond,placed on IL with toe injury
2021-04-15,Markieff Morris,placed on IL with sprained left ankle
2021-04-15,Cory Joseph,placed on IL with sore left ankle
2021-04-15,Josh Hall,placed on IL with knee injury
2021-04-16,Dwight Howard,placed on IL with sore left knee
2021-04-16,Tobias Harris,placed on IL with sore right knee
2021-04-16,Brandon Clarke,placed on IL with right hip injury
2021-04-16,Derrick Favors,placed on IL with sore right knee
2021-04-16,Michael Carter-Williams,placed on IL with sprained left ankle (out for season)
2021-04-16,JaKarr Sampson,placed on IL with sore lower back
2021-04-16,Jerami Grant,placed on IL with sore right knee
2021-04-16,Ogugua Anunoby,placed on IL with right knee injury
2021-04-16,Jaylen Nowell,placed on IL with tibia injury
2021-04-17,Donovan Mitchell,placed on IL with sprained right ankle
2021-04-17,Mike Conley Jr.,placed on IL with sore right knee
2021-04-17,Rudy Gobert,placed on IL with bruised right knee
2021-04-17,Killian Hayes,placed on IL with right hip injury
2021-04-17,Sekou Doumbouya,placed on IL with sore neck
2021-04-18,Jonas Valanciunas,placed on IL with concussion
2021-04-18,Danilo Gallinari,placed on IL with sore right foot
2021-04-18,Robert Woodard II,placed on IL with sore lower back
2021-04-18,James Ennis III,placed on IL with right calf injury
2021-04-18,Cory Joseph,placed on IL with bronchitis
2021-04-18,Jerami Grant,placed on IL with bruised left quadricep
2021-04-18,Sekou Doumbouya,placed on IL with concussion
2021-04-18,Fred VanVleet,placed on IL with left hip flexor injury
2021-04-18,Pascal Siakam,placed on IL with left shoulder inflammation
2021-04-18,Rui Hachimura,placed on IL with sore left knee
2021-04-19,Dillon Brooks,placed on IL with left thigh injury
2021-04-19,Ersan Ilyasova,placed on IL with left hamstring injury
2021-04-19,Monte Morris,placed on IL with strained right hamstring
2021-04-19,Domantas Sabonis,placed on IL with lower back injury
2021-04-19,Jeremy Lamb,placed on IL with sore left knee (out for season)
2021-04-19,Myles Turner,placed on IL with right big toe injury (out for season)
2021-04-19,Luguentz Dort,placed on IL with strained right hip
2021-04-20,Kawhi Leonard,placed on IL with sore right foot
2021-04-20,James Johnson,placed on IL with strained right adductor
2021-04-20,Paul Watson,placed on IL with left knee tendinitis (out for season)
2021-04-20,Rodney Hood,placed on IL with right knee tendinitis
2021-04-21,Derrick Jones Jr.,placed on IL with bruised right hip
2021-04-21,Troy Brown Jr.,placed on IL with sprained left ankle (out for season)
2021-04-21,Doug McDermott,placed on IL with sprained left ankle
2021-04-21,Killian Hayes,placed on IL with right hip injury
2021-04-22,Furkan Korkmaz,placed on IL with sprained right ankle
2021-04-22,Justin Jackson (Aaron),placed on IL
2021-04-22,Jaylen Brown,placed on IL with bursitis in left shoulder
2021-04-22,Trae Young,placed on IL with sprained left ankle
2021-04-22,Terrence Ross,placed on IL with back spasms (out for season)
2021-04-22,Maximilian Kleber,placed on IL with bruised lower back
2021-04-22,Cory Joseph,placed on IL with left ankle injury
2021-04-22,Jerami Grant,placed on IL with bruised left quadricep
2021-04-22,Deni Avdija,placed on IL with fractured right ankle (out for season)
2021-04-23,Taurean Prince,placed on IL with surgery on left ankle (out for season)
2021-04-23,Kemba Walker,placed on IL with left knee injury
2021-04-23,Rajon Rondo,placed on IL with right wrist injury
2021-04-23,Chris Boucher,placed on IL with sprained MCL in left knee
2021-04-24,Collin Sexton,placed on IL with concussion
2021-04-24,Jaren Jackson Jr.,placed on IL with left knee injury
2021-04-24,Josh Richardson,placed on IL with tightness in right hamstring
2021-04-24,Will Barton,placed on IL with strained right hamstring
2021-04-24,Goga Bitadze,placed on IL with sprained left ankle
2021-04-24,Rudy Gay,placed on IL with sore lower back
2021-04-25,P.J. Tucker,placed on IL with sore left ankle
2021-04-25,Rodions Kurucs,placed on IL with biceps injury
2021-04-25,Luguentz Dort,placed on IL with strained right hip
2021-04-26,(James) Mike Scott,placed on IL with sore left hip
2021-04-26,Danny Green,placed on IL with left hip injury
2021-04-26,Lamar Stevens,placed on IL with concussion (out for season)
2021-04-26,Larry Nance Jr.,placed on IL with fractured right thumb (out for season)
2021-04-26,Matthew Dellavedova,placed on IL with strained neck (out for season)
2021-04-26,Jayson Tatum,placed on IL with left ankle injury
2021-04-26,Luke Kennard,placed on IL
2021-04-26,Sean McDermott,placed on IL
2021-04-26,Bruce Brown,placed on IL with sore right knee
2021-04-26,Steven Adams,placed on IL with toe injury
2021-04-26,Gary Trent Jr.,placed on IL with bruised left leg
2021-04-26,John Wall (Hildred),placed on IL with strained right hamstring (out for season)
2021-04-26,Robin Lopez,placed on IL with sprained left ankle
2021-04-26,Devin Cannady,placed on IL recovering from surgery to repair fractured right ankle
2021-04-27,Axel Toupane,placed on IL with strained right oblique muscle
2021-04-27,Kemba Walker,placed on IL with strained left oblique muscle
2021-04-27,Mike Conley Jr.,placed on IL with right hamstring injury
2021-04-28,Kevin Huerter,placed on IL with sprained left shoulder
2021-04-28,Harrison Barnes,placed on IL with tightness in left adductor (out for season)
2021-04-28,Jerami Grant,placed on IL with sore right knee
2021-04-28,Wayne Ellington,placed on IL with calf injury
2021-04-28,Derrick White,placed on IL with sprained right ankle (out for season)
2021-04-29,Jaren Jackson Jr.,placed on IL with left knee injury
2021-04-29,Luka Doncic,placed on IL with left elbow injury
2021-04-29,Kyrie Irving,placed on IL with right groin injury
2021-04-29,Steven Adams,placed on IL with toe injury
2021-04-29,Fred VanVleet,placed on IL with left hip flexor injury
2021-04-29,Jarrett Culver,placed on IL with surgery on right ankle (out for season)
2021-04-30,Donte DiVincenzo,placed on IL with toe injury
2021-04-30,Giannis Antetokounmpo,placed on IL with sprained right ankle
2021-04-30,Justin Jackson (Aaron),placed on IL
2021-04-30,Grayson Allen,placed on IL with left hand injury
2021-04-30,Alex Caruso,placed on IL with back spasms
2021-04-30,JaKarr Sampson,placed on IL with concussion
2021-04-30,Luguentz Dort,placed on IL with strained right hip
2021-05-01,Adam Mokoka,placed on IL
2021-05-01,J.J. Redick,placed on IL with right heel injury
2021-05-01,Kristaps Porzingis,placed on IL with sore right knee
2021-05-01,Zeke Nnaji,placed on IL with sprained left ankle
2021-05-01,Kyle Lowry,placed on IL
2021-05-01,Aleksej Pokusevski,placed on IL with bruised left knee
2021-05-02,Chimezie Metu,placed on IL with sore lower back
2021-05-02,Tim Hardaway Jr.,placed on IL with sore right ankle
2021-05-02,Fred VanVleet,placed on IL with left hip flexor injury
2021-05-02,Dejounte Murray,placed on IL with sore left knee
2021-05-03,Jeff Teague,placed on IL with strained abdominal
2021-05-03,Nikola Vucevic,placed on IL with hip injury
2021-05-03,Sean McDermott,placed on IL (out for season)
2021-05-03,Cody Martin,placed on IL with sprained left ankle
2021-05-03,Devonte' Graham,placed on IL with right knee injury
2021-05-03,Nerlens Noel,placed on IL with sprained left ankle
2021-05-03,LeBron James,placed on IL with sore right ankle
2021-05-04,Darius Garland,placed on IL with sprained left ankle
2021-05-04,Jaren Jackson Jr.,placed on IL with left knee injury
2021-05-04,Tyrese Haliburton,placed on IL with left knee injury (out for season)
2021-05-04,P.J. Dozier,placed on IL with strained right adductor (out for season)
2021-05-04,Josh Jackson,placed on IL with oral surgery
2021-05-04,Ogugua Anunoby,placed on IL with left calf injury (out for season)
2021-05-04,Aleksej Pokusevski,placed on IL with bruised left knee
2021-05-05,Khris Middleton,placed on IL with sore right knee
2021-05-05,Jaylen Brown,placed on IL with sprained right ankle
2021-05-05,Romeo Langford,placed on IL with concussion
2021-05-05,Tristan Thompson,placed on IL with pectoral injury
2021-05-05,Chuma Okeke,placed on IL with sprained left ankle (out for season)
2021-05-05,Malcolm Brogdon,placed on IL with sore right hamstring (out for season)
2021-05-05,Brandon Ingram,placed on IL with sprained left ankle (out for season)
2021-05-06,Grayson Allen,placed on IL with abdominal injury (out for season)
2021-05-06,Juwan Morgan,placed on IL with right heel injury
2021-05-06,Talen Horton-Tucker,placed on IL with strained right calf
2021-05-06,Kyle Lowry,placed on IL with back injury
2021-05-07,Furkan Korkmaz,placed on IL with sprained right ankle
2021-05-07,Justin Jackson (Aaron),placed on IL
2021-05-07,Robert Williams III,placed on IL with turf toe
2021-05-07,Alec Burks,placed on IL with bruised left knee
2021-05-07,Immanuel Quickley,placed on IL with sprained left ankle
2021-05-07,James Ennis III,placed on IL with right calf injury (out for season)
2021-05-07,Steven Adams,placed on IL with toe injury (out for season)
2021-05-07,Zion Williamson,placed on IL with fractured finger (out for season)
2021-05-07,Fred VanVleet,placed on IL with left hip flexor injury (out for season)
2021-05-07,Cameron Johnson,placed on IL with sprained right wrist
2021-05-08,Ben Simmons,placed on IL with back injury
2021-05-08,Seth Curry,placed on IL with left hip flexor injury
2021-05-08,Carmelo Anthony,placed on IL with sprained right ankle
2021-05-08,Ty Jerome,placed on IL with strained left calf
2021-05-09,Daniel Theis,placed on IL with bruised right hip
2021-05-09,Sterling Brown,placed on IL with facial injury (out for season)
2021-05-09,Luguentz Dort,placed on IL with patellar tendinitis in right knee (out for season)
2021-05-09,Bradley Beal,placed on IL with strained left hamstring
2021-05-10,Matisse Thybulle,placed on IL with sore left hand
2021-05-10,Jaylen Brown,placed on IL with left wrist injury (out for season)
2021-05-10,Tony Snell,placed on IL with right Achilles injury
2021-05-10,Pascal Siakam,placed on IL with strained left shoulder (out for season)
2021-05-10,Theo Maledon,placed on IL with left foot injury
2021-05-11,Robert Williams III,placed on IL with turf toe / sprained left toe
2021-05-11,Jaren Jackson Jr.,placed on IL with left knee injury
2021-05-11,Jonas Valanciunas,placed on IL with sore back
2021-05-11,De'Andre Hunter,placed on IL with right knee injury
2021-05-11,Marvin Bagley III,placed on IL with tightness in right groin (out for season)
2021-05-11,Edmond Sumner,placed on IL with bruised left knee (out for season)
2021-05-11,Frank Jackson,placed on IL with sprained right ankle (out for season)
2021-05-12,Nassir Little,placed on IL with back spasms
2021-05-12,Kemba Walker,placed on IL with left knee injury
2021-05-12,Marcus Smart,placed on IL with bruised right calf (out for season)
2021-05-12,Victor Oladipo,placed on IL with right quadricep injury (out for season)
2021-05-12,Alex Caruso,placed on IL with sore right foot
2021-05-12,Anthony Davis,placed on IL with left adductor injury
2021-05-12,J.J. Redick,placed on IL with right heel injury (out for season)
2021-05-12,Joe Harris,placed on IL with sore left hip / glute muscle injury
2021-05-12,Kyrie Irving,placed on IL with facial injury
2021-05-13,Daniel Theis,placed on IL with bruised right hip (out for season)
2021-05-13,Tony Snell,placed on IL with right Achilles injury
2021-05-13,Derrick Rose,placed on IL with sprained left ankle
